set_id,year,pieces,t1,descr
8204-1,1998,41,Technic,Sky Flyer I
8205-1,1997,63,Technic,Bungee Blaster
8206-1,2011,142,Cars,Tokyo Pit Stop
8207-1,1996,85,Technic,Dune Duster / Hawaiian Beach Racer
8208-1,1998,53,Technic,Custom Cruiser
8209-1,1998,48,Technic,F1 Racer / Future F1
8210-1,1995,85,Technic,Nitro Bike GTX / GTX 500
821-1,1990,1,Universal Building Set,"Brick Separator, Gray"
8211-1,2010,550,Racers,Brick Street Getaway
821264-1,1991,3,Town,The Lego High Speed Adventure Team (TRU Exclusive)
8213-1,1998,92,Technic,Spy Runner
8214-1,2010,800,Racers,Gallardo LP 560-4 Polizia
8215-1,1997,106,Technic,Gyro Copter
8216-1,1997,94,Technic,Turbo I
8217-1,1998,63,Technic,The Wasp
8218-1,1998,70,Technic,Trike Tourer
8219-1,1998,102,Technic,Go-Cart
822-1,1980,34,Universal Building Set,Blue Plates Parts Pack
8221-1,2011,95,Racers,Storming Enforcer
8222-1,1997,138,Technic,V-TOL
8223-1,1996,123,Technic,Hydrofoil 7 / Powerboat Columbia
8225-1,1995,96,Technic,Road Rally V / Super Kart
8226-1,1998,125,Technic,Mud Masher / Desert Stormer
8227-1,2011,93,Racers,Dragon Dueller
8228-1,2011,81,Racers,Sting Striker
8229-1,1997,185,Technic,Tread Trekker
8230-1,1996,175,Technic,Coastal Cop Buggy / Miami Police Patrol
8231-1,2011,95,Racers,Vicious Viper
8232-1,1997,275,Technic,Chopper Force
8233-1,1998,118,Technic,MC vs. Stinger
8235-1,1995,166,Technic,Front End Loader
8236-1,2000,59,Technic,Bike Burner
8237-1,2000,114,Technic,Slammer Racer / Formula Force
8238-1,2000,201,Technic,Slammer Dragsters / Dueling Dragsters
8239-1,1998,121,Technic,Cyber Challenge
8240-1,2001,152,Technic,Slammer Stunt Bike
8241-1,2001,114,Technic,Battle Cars
8242-1,2001,251,Technic,Slammer Turbo
8244-1,1996,275,Technic,Convertables
8245-1,1998,222,Technic,Robot's Revenge
8246-1,1999,46,Technic,Hydro Racer / Swamp Boat
8247-1,1999,43,Technic,Road Rebel / Buggy Racer
8248-1,1998,232,Technic,Forklift
8250-1,1997,377,Technic,Search Sub [No CD]
8251-1,1999,88,Technic,Sonic Cycle / Motorbike
8252-1,1999,183,Technic,Beach Buster / Police Car
8253-1,1999,210,Technic,Fire Helicopter
8255-1,1999,202,Technic,Rescue Motorbike / Rescue Trike
8256-1,2009,143,Technic,Go-Kart
8257-1,1998,367,Technic,Cyber Strikers
8258-1,2009,1876,Technic,Crane Truck
8259-1,2009,165,Technic,Mini Bulldozer
8260-1,2009,104,Technic,Tractor
8261-1,2009,198,Technic,Rally Truck
8262-1,2009,307,Technic,Quad Bike
8263-1,2009,590,Technic,Snow Groomer
8264-1,2009,574,Technic,Hauler
8265-1,2009,1060,Technic,Front Loader
8266-1,1998,367,Technic,Spyder Slayer
8268-1,1999,78,Technic,Scorpion Attack
8269-1,1999,327,Technic,Competition Ultra Challenge [aka Cyber Stinger]
8270-1,2007,106,Technic,Rough Terrain Crane
8271-1,2007,200,Technic,Wheel Loader
8272-1,2007,343,Technic,Snowmobile
8273-1,2007,804,Technic,Off Road Truck
8274-1,2007,1025,Technic,Combine Harvester
8275-1,2007,1381,Technic,Motorized Bulldozer
8277-1,1997,553,Technic,Giant Model Set
8279-1,2000,448,Technic,4WD X-Track
8280-1,1995,432,Technic,Fire Engine / Fire Response Unit
8281-1,2006,121,Technic,Mini Tractor
8282-1,2006,200,Technic,Quad Bike
8283-1,2006,324,Technic,Telehandler
8284-1,2006,872,Technic,Tractor / Dune Buggy
8284-2,2006,872,Technic,Tractor / Dune Buggy
8285-1,2006,1877,Technic,Tow Truck
8286-1,1996,731,Technic,3 In 1 Car / Amphipower
8287-1,2006,93,Technic,Motor Box
8288-1,2006,800,Technic,Crawler Crane
8289-1,2006,1012,Technic,Fire Truck
8290-1,2008,88,Technic,Mini Forklift
8291-1,2008,247,Technic,Dirt Bike
8292-1,2008,724,Technic,Cherry Picker
8293-1,2008,10,Power Functions,Power Functions Motor Set
8294-1,2008,719,Technic,Excavator
8295-1,2008,1180,Technic,Telescopic Handler
8296-1,2008,199,Technic,Dune Buggy
8297-1,2008,1095,Technic,Off-Roader
8299-1,1997,371,Technic,Search Sub With CDROM
8-3,1973,665,Universal Building Set,Basic Set
8300-1,2000,6,Technic,LEGO TECHNIC Team
830-1,1980,46,Universal Building Set,Red Bricks Parts Pack
8301-1,2011,44,Racers,Urban Enforcer
8302-1,2011,47,Racers,Rod Rider
8303-1,2011,50,Racers,Demon Destroyer
8304-1,2011,43,Racers,Smokin' Slickster
8305-1,2000,205,Technic,Duel Bikes
8307-1,2000,392,Technic,Turbo Racer
831-1,1980,46,Universal Building Set,Black Bricks Parts Pack
832-1,1980,46,Universal Building Set,Blue Bricks Parts Pack
833-1,1980,46,Universal Building Set,White Bricks Parts Pack
834-1,1980,46,Universal Building Set,Yellow Bricks Parts Pack
8350-1,2003,30,Racers,Pro Stunt
8353-1,2003,218,Racers,Slammer Rhino
8354-1,2003,99,Racers,Exo Force Bike
8355-1,2003,87,Racers,H.O.T. Blaster Bike
8356-1,2003,115,Racers,Jungle Monster
8357-1,2003,106,Racers,Zonic Strike
8358-1,2003,26,Racers,Off-Roader
8359-1,2003,27,Racers,Desert Racer
8360-1,2003,23,Racers,Track Racer
836-1,1980,37,Universal Building Set,Doors and Windows Parts Pack
8362-1,2004,112,Racers,Ferrari F1 Racer 1:24 Scale
8363-1,2003,321,Racers,Baja Desert Racers
8364-1,2003,636,Racers,Multi-Challenge Race Track
8365-1,2003,195,Racers,Tuneable Racer
8366-1,2003,428,Racers,Supersonic RC
8369-1,2004,87,Racers,Dirt Crusher RC
8369-2,2005,87,Racers,Dirt Crusher RC (Blue)
8370-1,2003,89,Racers,Nitro Stunt Bike
837-1,1980,28,Universal Building Set,Wheels and Tires Parts Pack
8371-1,2003,97,Racers,Extreme Power Bike
8374-1,2003,92,Racers,Williams F1 Team Racer 1:27
8375-1,2004,217,Racers,Ferrari F1 Pit Set
8376-1,2003,256,Racers,Hot Flame RC Car
8378-1,2004,64,Racers,Red Beast RC
8380-1,2004,82,Racers,Red Maniac
838-1,1980,58,Universal Building Set,"Red Roof Bricks Parts Pack, 45 Degree"
8381-1,2003,93,Racers,Exo Raider
8382-1,2004,66,Racers,Hot Buster
8383-1,2004,69,Racers,Nitro Terminator
8384-1,2004,75,Racers,Jungle Crasher
8385-1,2004,81,Racers,Exo Stealth
8386-1,2004,737,Racers,Ferrari F1 Racer 1:10 Scale
8389-1,2004,13,Racers,M. Schumacher and R. Barrichello
839-1,1980,42,Universal Building Set,"Red Roof Bricks Parts Pack, 33 Degree"
8396-1,2009,17,Pirates,Soldier's Arsenal
8397-1,2009,16,Pirates,Pirate Survival
8398-1,2009,22,Town,BBQ Stand
8399-1,2009,22,Space,K-9 Bot
8-4,1977,4,Service Packs,Magnetic Train Couplers with Plates
8400-1,2009,14,Space,Space Speeder
840-1,1980,1,Universal Building Set,"Baseplate, Green"
8401-1,2009,59,Town,City Minifigure Collection
8402-1,2009,68,Town,Sports Car
8403-1,2010,372,Town,City House
8404-1,2010,863,Town,City Public Transport
8408-1,1996,288,Technic,Desert Ranger
8409-1,2010,21,Ben 10,Spidermonkey
8410-1,2010,22,Ben 10,Swampfire
841-1,1980,2,Universal Building Set,"Baseplates, Green and Yellow"
8411-1,2010,21,Ben 10,ChromaStone
8412-1,1995,285,Technic,Nighthawk / Sky Wasp
8414-1,1997,243,Technic,Mountain Rambler
8415-1,2005,284,Technic,Dump Truck
8416-1,2005,729,Technic,Forklift
8417-1,1998,316,Technic,Mag Wheel Master
8418-1,2005,66,Technic,Mini Loader
8419-1,2005,286,Technic,Excavator
8420-1,2005,506,Technic,Street Bike
842-1,1980,2,Universal Building Set,"Baseplates, Red and Blue"
8421-1,2005,1884,Technic,Mobile Crane
8422-1,1995,314,Technic,Circuit Shock Racer / V-Twin Super Bike
8423-1,2011,135,Cars,World Grand Prix Racing Rivalry
8424-1,2011,113,Cars,Mater’s Spy Zone
8425-1,1996,466,Technic,Black Hawk / Sky Stormer
8426-1,2011,158,Cars,Escape at Sea
8428-1,1998,472,Technic,Turbo Command Featuring CD-ROM Experience Expander
8429-1,2002,146,Technic,Helicopter
8430-1,2002,317,Technic,Motorbike
843-1,1980,1,Universal Building Set,"Baseplate, Gray"
8431-1,2002,861,Technic,Crane Truck
8432-1,1998,471,Technic,TECHNIC Car
8433-1,2004,216,Technic,Cool Movers
8434-1,2004,445,Technic,Aircraft
8435-1,2004,781,Technic,4WD
8436-1,2004,1032,Technic,Truck
8437-1,1997,419,Technic,Future Car
8438-1,2003,847,Technic,Pneumatic Crane Truck
8439-1,2004,591,Technic,Front End Loader
8440-1,1995,414,Technic,Formula Flash / Formula Indy Racer
8441-1,2003,70,Technic,Fork Lift Truck
8443-1,1996,334,Technic,Pneumatic Log Loader / Pneumatic Logger
8444-1,1999,308,Technic,Air Enforcer / Supercopter
8445-1,1999,446,Technic,Indy Storm / Formula 1 Racer
8446-1,1999,581,Technic,Crane Truck
8448-1,1999,1436,Technic,Super Street Sensation
8450-1,2000,642,Technic,Mission Experience Pack
845-1,1992,27,Universal Building Set,"Battery Motor, 9V"
8451-1,2003,183,Technic,Dumper
8453-1,2003,214,Technic,Front End Loader
8453-2,2004,214,Technic,Front-End Loader Black Box
8454-1,2003,638,Technic,Rescue Truck
8455-1,2003,704,Technic,Backhoe Loader
8456-1,1996,404,Technic,Fiber Optic Multi Set / Multi Racer Set (with Fibre Optics)
8457-1,2000,977,Technic,Power Puller
8458-1,2000,1430,Technic,Silver Champion / Formula 1 Racer
8459-1,1997,590,Technic,Pneumatic Front-End Loader
8460-1,1995,851,Technic,Pneumatic Crane Truck / Mobile Crane
846-1,1992,45,Universal Building Set,Lighting Bricks
8461-1,2002,1483,Racers,Williams F1 Racer
8462-1,1998,773,Technic,Tow Truck
8463-1,2001,232,Technic,Forklift Truck
8464-1,2001,582,Technic,Pneumatic Front End Loader
8465-1,2001,364,Technic,Extreme Off-Roader
8465934-1,2009,120,Other,Muji Christmas Set
8465972-1,2009,64,Other,Muji Basic Set
8466-1,2001,1110,Technic,4x4 Off Roader
8468-1,2002,86,Racers,Power Crusher
8469-1,2002,143,Racers,Slammer Raptor
8470-1,2002,147,Racers,Slammer G-Force
8471-1,2002,118,Racers,Nitro Burner
8472-1,2002,352,Racers,Street 'n' Mud Racer
8473-1,2002,509,Racers,Nitro Race Team
8475-1,2002,283,Racers,RC Race Buggy
8479-1,1997,1279,Technic,Barcode Multi-Set
8480-1,1996,1357,Technic,Space Shuttle
8482-1,1998,896,Technic,CyberMaster
8483-1,1998,897,Technic,CyberMaster
8484-1,2011,241,Cars,Ultimate Build Lightning McQueen
8485-1,1995,1066,Technic,Control Center / Control II
8486-1,2011,384,Cars,Mack’s Team Truck
8487-1,2011,516,Cars,Flo's V8 Café
8490-1,2008,91,Racers,Desert Hopper
8491-1,2008,71,Racers,Ram Rod
8492-1,2008,58,Racers,Mud Hopper
8493-1,2008,81,Racers,Red Ace
8494-1,2008,268,Racers,Ring of Fire
8495-1,2008,501,Racers,Crosstown Craze
8496-1,2008,510,Racers,Desert Hammer
8500-1,1999,33,Technic,Torch / Fire Slizer
850-1,1977,216,Technic,Fork lift truck
8501-1,1999,34,Technic,Ski / Ice Slizer
850150-1,2006,0,Gear,Santa Claus Classic Key Chain
850152-1,2007,0,Gear,Blue Brick Key Chain
8502-1,1999,45,Technic,Turbo / City Slizer
8503-1,1999,39,Technic,Scuba / Sub
850353-1,2008,0,Gear,Darth Vader Key Chain
8504-1,1999,44,Technic,Jet / Judge Slizer
850423-1,2012,89,Gear,Minifigure Presentation Boxes
850425-1,2012,150,Gear,Business Card Holder
850426-1,2012,157,Gear,Pencil Holder
850445-1,2012,88,Ninjago,Ninjago Character Card Shrine
850446-1,2012,0,Gear,Darth Maul Key Chain
850449-1,2012,64,Collectible Minifigures,Minifigure Beach Accessory Pack
850452-1,2012,0,Gear,Ghost Key Chain
850458-1,2012,37,Collectible Minifigures,VIP Top 5 Boxed Minifigures
850486-1,2012,62,Other,Rock Band
850487-1,2012,56,Monster Fighters,Halloween Accessory Set
850502-1,2012,6,Legoland,I 'L brick' Anaheim Figure Magnet
8505-1,1999,36,Technic,Amazon / Jungle Slizer
850529-1,2012,0,Gear,Loki Key Chain
850581-1,2013,140,Gear,Friends Calendar [English]
850591-1,2013,29,Gear,LEGO Friends Name Sign
8506-1,1999,34,Technic,Granite / Rock Slizer
850617-1,2013,34,Town,City Police Accessory Set
850618-1,2013,43,Town,City Fire Accessory Set
850632-1,2013,36,Ninjago,Ninjago Battle Pack
850682-1,2013,3,Gear,Bilbo Baggins Magnet
850686-1,2013,83,Gear,"Notebook, Baseplate Cover with Alphanumeric Tiles and Lego Logo Clasp"
850702-1,2013,52,Gear,Classic Picture Frame
8507-1,1999,37,Technic,Electro / Energy Slizer
850751-1,2013,101,Legoland,Orlando Picture Frame
850779-1,2013,42,Legends of Chima,Legends of Chima Minifigure Accessory Set
850791-1,2013,19,Other,Minifigure Birthday Set
850798-1,2013,41,Gear,LEGO Classic Name Sign
8508-1,1999,5,Technic,Supplementary Disks
850839-1,2013,43,Pirates,Classic Pirate Set
850842-1,2013,34,Seasonal,Fire Truck Holiday Bauble
850843-1,2013,25,Seasonal,Dinosaur Holiday Bauble
850849-1,2013,29,Seasonal,Friends Puppy Holiday Bauble
850850-1,2013,23,Seasonal,Santa Holiday Bauble
850851-1,2013,26,Seasonal,Lego Tree Holiday Bauble
850852-1,2013,21,Seasonal,Lego Reindeer Holiday Bauble
850888-1,2014,36,Classic,Castle Knights Accessory Set
850889-1,2014,42,Castle,Castle Dragons Accessory Set
8509-1,2000,45,Technic,Swamp
850910-1,2014,52,Legends of Chima,Legends of Chima Minifigure Accessory Set
850913-1,2014,48,Legends of Chima,Fire and Ice Minifigure Accessory Set
850932-1,2014,41,Town,Polar Accessory Set
850935-1,2014,27,Gear,Classic Minifigure Graduation Set
850936-1,2014,11,Seasonal,Halloween Set
850939-1,2014,27,Seasonal,Santa Set
850949-1,2014,0,Seasonal,Christmas Snow Hut Ornament
850967-1,2014,39,Friends,Jungle Accessory Set
850996-1,2014,0,Gear,Darth Vader Key Chain
850997-1,2014,0,Gear,Princess Leia Key Chain
8510-1,2000,35,Technic,Lava
851091-1,2005,0,Gear,R2-D2 Key Chain
851-1,1977,324,Technic,Tractor
8511-1,2000,44,Technic,Frost
8512-1,2000,37,Technic,Onyx
8513-1,2000,45,Technic,Dust
8514-1,2000,32,Technic,Power
851463-1,2007,0,Gear,Clone Trooper Key Chain
851464-1,2007,0,Gear,Chewbacca Key Chain
851502-1,2007,0,Gear,Ice Brick Tray - Yellow
8515-1,2000,4,Technic,RoboRider Wheels
8516-1,2000,124,Technic,The Boss
851659-1,2008,0,Gear,Boba Fett Keyring
851687-1,2007,0,Gear,Robin Key Chain
8517-1,2010,14,Ben 10,Humungousaur
8518-1,2010,16,Ben 10,Jet Ray
8519-1,2010,20,Ben 10,Big Chill
851938-1,2007,0,Gear,Princess Leia Key Chain
852001-1,2007,164,Gear,Fantasy Era Castle Chess Set
8520-1,2000,134,Technic,Millennium/Millennia
852-1,1977,364,Technic,Reconnaisance Helicopter
8521-1,2000,44,Technic,Flare
852113-1,2007,0,Gear,Millennium Falcon Bag Charm
852114-1,2007,0,Gear,Y-Wing Fighter (Exclusive Bag Charm)
852132-1,2007,86,Gear,Castle Tic Tac Toe
852146-1,2008,0,Gear,Professor Henry Jones Key Chain
852194-1,2008,0,Gear,Dwarf Key Chain
8522-1,2000,35,Technic,Spark
852227-1,2009,0,Gear,Pirate Playing Cards
852231-1,2008,96,Gear,"Coin Bank, Castle with Drawbridge"
852271-1,2008,35,Castle,Battle Pack Knights
852272-1,2008,43,Castle,Battle Pack Skeletons
852293-1,2008,2455,Gear,Fantasy Era Castle Giant Chess Set
8523-1,2000,89,Technic,Blaster / Blaster Slizer
852331-1,2008,21,Collectible Minifigures,Vintage Minifigure Collection Vol. 1
852333-1,2008,0,Gear,Keychain Name Programme
852347-1,2008,0,Gear,Shock Trooper Key Chain
852351-1,2008,0,Gear,Obi-Wan Key Chain
852354-1,2008,0,Gear,Asajj Ventress Key Chain
852445-1,2008,0,Gear,Gold Brick Key Chain
852535-1,2009,22,Collectible Minifigures,Vintage Minifigure Collection Vol. 2
852548-1,2009,0,Gear,CW R7-A7 Key Chain
852549-1,2009,0,Gear,CW Count Dooku Key Chain
852550-1,2009,0,Gear,CW Yoda Key Chain
852551-1,2009,24,Gear,Magnet Set Darth Maul 2009
852552-1,2009,18,Gear,Magnet Set Royal Guard 2009
852553-1,2009,18,Gear,Magnet Set Stormtrooper 2009
852554-1,2008,21,Gear,Star Wars Magnet Set
852555-1,2009,22,Gear,Magnet Set CW Yoda 2009
852697-1,2009,22,Collectible Minifigures,Vintage Minifigure Collection Vol. 3
852701-1,2009,36,Castle,Battle Pack Troll Warriors
852702-1,2009,45,Castle,Battle Pack Dwarfs
852708-1,2009,0,Gear,LEGO Minifigure Cake Mould
8527-1,2006,578,Mindstorms,LEGO Mindstorms NXT
852715-1,2009,19,Gear,Star Wars Magnet Set
852737-1,2009,6,Gear,Star Wars 10th Anniversary Stormtrooper Magnet
852741-1,2009,165,Seasonal,Build your own Holiday Countdown Candle
852744-1,2009,66,Seasonal,"Christmas Tree Ornaments, Build Your Own Holiday Ornaments"
852747-1,2009,42,Pirates,Battle Pack Pirates
852750-1,2009,86,Gear,Pirates Tic Tac Toe
852753-1,2009,25,Collectible Minifigures,Vintage Minifigure Collection Vol. 4
852769-1,2010,20,Collectible Minifigures,Vintage Minifigure Collection Vol. 5
852771-1,2010,0,Gear,Minifigure Ice Cube Tray
852774-1,2010,0,Gear,Shark Warrior Key Chain
852777-1,2010,21,Gear,Magnet Set
8528-1,2006,3,Mindstorms,Converter Cables for Mindstorms NXT
852815-1,2010,0,Gear, White Spaceman Key Chain
852820-1,2010,15,Gear,Minifig Display Box
852837-1,2010,0,Gear,C-3PO Key Chain
852838-1,2010,0,Gear,Wicket Key Chain
852842-1,2010,0,Gear,Biker Scout Key Chain
852843-1,2010,14,Gear,Star Wars Magnet Set
852844-1,2010,16,Gear,Star Wars Magnet Set
852845-1,2010,19,Gear,Star Wars Magnet Set
852848-1,2010,0,Gear,Woody Key Chain
852856-1,2010,0,Gear,LEGO Club Max Key Chain
852858-1,2010,0,Gear,Foldable red shopping bag
8529-1,2006,7,Mindstorms,Connector Cables for Mindstorms NXT
852921-1,2010,36,Castle,Battle Pack Lion Knights
852922-1,2010,37,Castle,Battle Pack Dragon Knights
852942-1,2010,23,Gear,Prince of Persia Magnet Set
852948-1,2010,20,Gear,Female Minifigure Magnet Set
852949-1,2010,15,Gear,Toy Story Magnet Set
852950-1,2010,0,Gear,Alien Key Chain
852979-1,2010,0,Gear,Albus Dumbledore Key Chain
852980-1,2010,0,Gear,Se verus Snape Key Chain
852981-1,2010,0,Gear,Dobby Key Chain
852985-1,2010,0,Gear,Duck Key Chain
852986-1,2010,0,Gear,Crocodile Key Chain
852987-1,2010,0,Gear,Penguin Key Chain
852995-1,2010,15,Other,{Ducks}
852996-1,2010,4,Other,Lego Club Max
852997-1,2010,0,Gear,LEGO 2011 US Calendar
8530-1,2001,3,Bionicle,Masks
853037-1,2010,20,Gear,Star Wars Magnet Set
853091-1,2011,0,Gear,City Policeman Key Chain
853092-1,2011,0,Gear,City Burglars Magnet Set
853-1,1977,608,Technic,Auto Chassis
8531-1,2001,49,Bionicle,Pohatu
853111-1,2011,28,Ninjago,Exclusive Weapon Training Set - Limited Edition
8531-2,2001,50,Bionicle,Pohatu - With mini CD-ROM
853130-1,2011,0,Gear,Star Wars Magnet Set
853143-1,2011,0,Gear,LEGO Signature Minifigure Stationery Set
853146-1,2011,0,Gear,LEGO Signature Minifigure Playing Cards
853148-1,2011,0,Gear,LEGO Classic Logo Magnet
853175-1,2011,117,Gear,"Coin Bank, Pharaoh's Quest"
853176-1,2011,29,Pharaoh's Quest,Skeleton Mummy Battle Pack
853187-1,2011,0,Gear,Captain Jack Sparrow Key Chain
853191-1,2011,0,Gear,Pirates of the Caribbean Magnet Set
853195-1,2011,122,Gear,"Calendar, Brick Calendar - Days and Months in English"
8532-1,2001,30,Bionicle,Onua
853219-1,2011,30,Pirates of the Caribbean,Pirates of the Caribbean Battle Pack
8532-2,2001,33,Bionicle,Onua - With mini CD-ROM
853261-1,2011,1,Gear,LEGO Large Tote
853301-1,2011,27,Space,Alien Conquest Battle Pack
853305-1,2011,7,Gear,Copenhagen Key Chain
8533-1,2001,35,Bionicle,Gali
8533-2,2001,36,Bionicle,Gali - With mini CD-ROM
853340-1,2011,30,LEGO Brand Store,Minifigure Wedding Favor Set
853344-1,2011,32,Seasonal,Holiday Ornament with Red Bricks 
853345-1,2011,42,Seasonal,Holiday Ornament with Gold Bricks
853346-1,2011,38,Seasonal,Holiday Ornament with Green Bricks
853352-1,2011,0,Gear,2012 US Calendar
853353-1,2011,47,Gear,Holiday Scene Magnet
853358-1,2011,18,Gear,Heroica Storage Mat
853373-1,2012,329,Gear,LEGO Kingdoms Chess Set
853378-1,2012,22,Town,City Firemen Minifigure Pack
853393-1,2012,51,Friends,Friends Picture Frame
853395-1,2012,1,Gear,Friends Tumbler
8534-1,2001,33,Bionicle,Tahu
8534-2,2001,34,Bionicle,Tahu - With mini CD-ROM
853429-1,2012,0,Gear,Batman Key Chain
853430-1,2012,0,Gear,Superman Key Chain
853433-1,2012,0,Gear,Wonder Woman Key Chain
853469-1,2015,0,Gear,Wicket™ Key Chain
853470-1,2015,0,Gear,R2 D2™ Key Chain
853471-1,2015,0,Gear,C 3PO™ Key Chain
853472-1,2015,0,Gear,Luke Skywalker™ Key Chain
853474-1,2015,0,Gear,Commander Gree™ Key Chain
853475-1,2015,0,Gear,Imperial Gunner Key Chain
853476-1,2015,2,Gear,Yoda™ Magnet
8535-1,2001,36,Bionicle,Lewa
8535-2,2001,37,Bionicle,Lewa - With mini CD-ROM
8536-1,2001,33,Bionicle,Kopaka
8536-2,2001,34,Bionicle,Kopaka - With mini CD-ROM
8537-1,2001,148,Bionicle,Nui-Rama
8538-1,2001,633,Bionicle,Muaka and Kane-ra
8539-1,2001,456,Bionicle,Manas
8540-1,2001,28,Bionicle,Vakama
854-1,1978,211,Technic,Go-Kart
8541-1,2001,25,Bionicle,Matau
8542-1,2001,29,Bionicle,Onewa
8543-1,2001,27,Bionicle,Nokama
8544-1,2001,29,Bionicle,Nuju
8545-1,2001,28,Bionicle,Whenua
8546-1,2001,10,Bionicle,Power Pack
8547-1,2009,620,Mindstorms,Mindstorms NXT 2.0
8548-1,2001,226,Bionicle,Nui-Jaga
8549-1,2001,403,Bionicle,Tarakava
8550-1,2002,26,Bionicle,Gahlok Va
855-1,1978,512,Technic,Mobile crane
8551-1,2002,28,Bionicle,Kohrak Va
8552-1,2002,28,Bionicle,Lehvak Va
8553-1,2002,27,Bionicle,Pahrak Va
8554-1,2002,27,Bionicle,Tahnok Va
8555-1,2002,26,Bionicle,Nuhvok Va
8556-1,2002,157,Bionicle,Boxor
8557-1,2002,378,Bionicle,Exo-Toa
8558-1,2002,636,Bionicle,Cahdok and Gahdok
8559-1,2002,0,Bionicle,Krana
8560-1,2002,41,Bionicle,Pahrak
856-1,1979,372,Technic,Bulldozer
8561-1,2002,42,Bionicle,Nuhvok
8562-1,2002,41,Bionicle,Gahlok
8563-1,2002,41,Bionicle,Tahnok
8564-1,2002,41,Bionicle,Lehvak
8565-1,2002,41,Bionicle,Kohrak
8566-1,2002,41,Bionicle,Onua Nuva
8567-1,2002,37,Bionicle,Lewa Nuva
8568-1,2002,43,Bionicle,Pohatu Nuva
8569-1,2002,0,Bionicle,Krana
8570-1,2002,44,Bionicle,Gali Nuva
857-1,1979,409,Technic,Motorcycle with sidecar
8571-1,2002,42,Bionicle,Kopaka Nuva
8572-1,2002,36,Bionicle,Tahu Nuva
8573-1,2003,42,Bionicle,Nuhvok-Kal
8574-1,2003,42,Bionicle,Tahnok-Kal
8575-1,2003,42,Bionicle,Kohrak-Kal
8576-1,2003,42,Bionicle,Lehvak-Kal
8577-1,2003,42,Bionicle,Pahrak-Kal
8578-1,2003,42,Bionicle,Gahlok-Kal
8580-1,2003,3,Bionicle,Kraata
858-1,1980,242,Technic,Auto Engines
8581-1,2003,25,Bionicle,Kopeke
8582-1,2003,25,Bionicle,Matoro
8583-1,2003,25,Bionicle,Hahli
8584-1,2003,25,Bionicle,Hewkii
8584-2,2003,25,Bionicle,Hewkii (Kabaya Promotional)
8585-1,2003,25,Bionicle,Hafu
8585-2,2003,25,Bionicle,Hafu (Kabaya Promotional)
8586-1,2003,25,Bionicle,Macku
8586-2,2003,25,Bionicle,Macku (Kabaya Promotional)
8587-1,2003,45,Bionicle,Panrahk
8587-2,2003,45,Bionicle,Panrahk - With Shadow Kraata (Promotional Set)
8587-3,2003,46,Bionicle,Panrahk - With mini CD-ROM
8588-1,2003,45,Bionicle,Kurahk
8588-2,2003,45,Bionicle,Kurahk - With Shadow Kraata (Promotional Set)
8588-3,2003,45,Bionicle,Kurahk - With mini CD-ROM
8589-1,2003,45,Bionicle,Lerahk
8589-2,2003,45,Bionicle,Lerahk - With Shadow Kraata (Promotional Set)
8589-3,2003,46,Bionicle,Lerahk - With mini CD-ROM
8590-1,2003,45,Bionicle,Guurahk
8590-2,2003,45,Bionicle,Guurahk - With Shadow Kraata (Promotional Set)
8590-3,2003,46,Bionicle,Guurahk - With mini CD-ROM
8591-1,2003,45,Bionicle,Vorahk
8591-2,2003,45,Bionicle,Vorahk - With Shadow Kraata
8591-3,2003,45,Bionicle,Vorahk - With mini CD-ROM
8592-1,2003,46,Bionicle,Turahk
8592-2,2003,45,Bionicle,Turahk - With Shadow Kraata
8592-3,2003,46,Bionicle,Turahk - With mini CD-ROM
8593-1,2003,199,Bionicle,Makuta
8594-1,2003,172,Bionicle,Jaller and Gukko
8595-1,2003,221,Bionicle,Takua and Pewku
8596-1,2003,200,Bionicle,Takanuva
8597-1,2002,0,Bionicle,Krana Nuva
8601-1,2003,48,Bionicle,Toa Vakama
8601-2,2004,48,Bionicle,Toa Vakama - 2004 San Diego Comic-Con Exclusive (Does Not Contain Exclusive Disk)
8602-1,2004,46,Bionicle,Toa Nokama
8603-1,2004,49,Bionicle,Toa Whenua
8604-1,2004,44,Bionicle,Toa Onewa
8605-1,2004,46,Bionicle,Toa Matau
8606-1,2004,48,Bionicle,Toa Nuju
8607-1,2004,27,Bionicle,Nuhrii
8608-1,2004,27,Bionicle,Vhisola
8609-1,2004,27,Bionicle,Tehutti
8610-1,2004,27,Bionicle,Ahkmou
8611-1,2004,27,Bionicle,Orkahm
8612-1,2004,30,Bionicle,Ehrye
8614-1,2004,32,Bionicle,Vahki Nuurakh
8614-2,2004,33,Bionicle,Vahki Nuurakh Limited Edition with Movie Edition Vahi and Disk Of Time
8615-1,2004,32,Bionicle,Vahki Bordakh
8615-2,2004,33,Bionicle,Vahki Bordakh Limited Edition with Movie Edition Vahi and Disk Of Time
8616-1,2004,32,Bionicle,Vahki Vorzakh
8616-2,2004,33,Bionicle,Vahki Vorzakh Limited Edition with Movie Edition Vahi and Disk Of Time
8617-1,2004,32,Bionicle,Vahki Zadakh
8617-2,2004,33,Bionicle,Vahki Zadakh Limited Edition with Movie Edition Vahi and Disk Of Time
8618-1,2004,32,Bionicle,Vahki Rorzakh
8618-2,2004,33,Bionicle,Vahki Rorzakh Limited Edition with Movie Edition Vahi and Disk Of Time
8619-1,2004,32,Bionicle,Vahki Keerakh
